Age,Income,Score
56,33.93553679742428,99.63709942509749
69,52.03463635867223,37.462643520177984
46,42.436492547156966,45.412452464499715
32,35.77746290402326,72.48502288207096
60,43.534271157574736,88.73338226604238
25,39.18451996385605,59.71138908449163
38,66.87141635072564,39.7610441196051
56,58.816397569494505,41.849562244013754
36,49.92027358683383,69.86619650318389
40,64.79944138890026,1.3186080968235894
28,50.77368307647618,62.33934440852423
28,41.38715798671736,36.19380803369438
41,65.23124077269657,79.62553579643134
53,55.38910043684659,10.206073342490084
57,39.62753845673544,59.23202442789066
41,48.09661321916392,48.61631609872625
20,41.24381746615243,64.59022706461752
39,36.172002690356635,7.420505853813866
19,59.26177547531641,58.418394955385
41,69.0941664047013,56.586974207992846
61,36.01432426180859,56.50534934720092
47,55.62969236690571,60.74527899304903
55,43.49357430878173,67.97032578540986
19,45.12874616235304,80.69391096839621
38,44.07606075761131,27.71225129269322
50,41.36009230320184,82.67989160782615
29,50.48521627944827,50.327312544081906
39,41.69049883588962,8.628769634298784
61,52.704568257798385,6.796541995153941
42,49.49761890550863,34.08959355091002
66,47.6105195313359,78.70480073403529
44,40.92436337958402,71.06041253935066
59,44.23228669431667,79.07288150256824
45,57.55391225825756,52.20963658771933
33,55.009171876243805,44.57970079759357
32,40.22444755201449,15.597800143922111
64,50.99332305429226,33.49108260732184
68,57.51387123371789,43.96791725121365
61,33.305947188786284,9.771442538282106
69,55.43360192379935,22.840583318409916
20,43.37376241054153,60.22430411231014
54,55.70598668593159,73.83064830967979
68,42.367408434574834,99.83640362790202
24,31.95117899335481,93.37821980301221
38,33.72457562116837,64.61395475398396
26,50.48084946661382,42.70355727611313
56,52.59722501721482,63.981559106115036
35,40.956833748955916,78.77951018994297
21,56.38592458777374,12.715282901415344
42,33.3847993773104,41.580584079932535
31,49.33920201352684,84.14042627792611
67,37.889838002375434,38.999462241371354
26,43.48163892197841,57.61535485149147
43,50.47398671316414,59.18916672535762
19,41.39586634716048,19.263149060230297
37,46.154444557701744,36.86130872357655
45,60.0629280921444,34.11661758545128
64,44.23108130476851,3.5934741446744147
24,58.35692112065142,3.3949846252441693
61,38.702931453423815,83.33800732390158
25,55.298041779152825,28.03401018730843
64,64.41568620657901,52.289797857642725
52,25.283554998727105,30.573831785288533
31,42.03104744529523,94.12724526641871
34,55.7707212718054,26.670379127711602
53,47.96954613957007,43.536024461154575
67,53.71145873371309,87.40029479797558
57,43.960148132841795,84.35142311238906
21,50.865897874729,19.424040366781455
19,48.44322764607921,80.46168766977533
23,61.67782061659807,46.36050178705137
59,52.54420843301213,48.813918336450165
21,53.37602662075202,14.214517269178435
46,45.881230338775325,8.979549861955341
35,45.123937759275066,73.06599139040276
43,45.67441812180379,50.149654083174674
61,53.944521423782966,44.248219558902775
51,45.79015519179737,73.22131463658728
27,52.89774856896413,76.78577700011986
53,70.75400798645438,16.731908599266003
31,58.711247034316926,61.41228979828649
48,46.73976467832159,14.400054145490866
65,62.012139221639444,75.38613351687552
32,45.91924626978449,66.03856047044681
25,29.61875464822146,95.70484748726234
31,39.91913689082596,7.826843619285697
40,31.292080789741444,6.648417393974177
57,46.48486515958692,28.936520394626815
38,50.184183791895514,26.90886268985469
33,66.76437312275283,25.450901108127983
62,53.269273737641626,90.71920347158263
35,47.80899471191136,25.705073785101103
64,58.294055811834895,27.92302288673447
41,27.88864690992115,76.18042797937841
43,52.356145581085656,45.52424440260346
42,57.708651938869664,77.89434513856294
62,35.214137542201584,7.471249598874139
58,61.43754043206929,49.269548173665044
46,53.38496407494414,4.327746418144981
32,45.847120860991986,7.202667142080098
62,56.32781866106285,90.73730788109668
18,72.70692857804396,14.78529174064192
42,51.81866255058495,53.70964754524649
24,52.48220586300336,41.69846465746995
26,45.40639100459756,35.38698929962543
41,41.50155630535208,90.08350122303997
18,58.303358165442454,3.160516280773461
61,41.43916174091133,66.71517893138332
25,50.715662372193925,96.37604898714149
41,45.223425532348834,56.456650162722354
28,54.78979825746392,93.74542374127608
68,53.33662105286948,6.173530049316353
34,60.375399442578995,42.460538588341976
25,44.89983601145253,26.755621305243064
52,47.30125064706629,73.35127553309225
52,40.21236284217693,98.14841195922742
50,45.55706739923888,26.396476181980532
22,53.77300493044852,65.76328554593337
59,57.56988616645352,20.611665643214273
56,40.77834675822375,56.96769520258938
58,58.6960592010566,46.929316182145286
45,63.55637858804951,97.22852763352218
24,54.13434903223701,61.24419999695019
26,68.76795812558066,35.60113083659506
25,42.26210800896427,12.295482703905403
29,37.55345296688583,15.973436044758522
51,32.212797510957216,23.306376065172273
50,64.96044311489183,25.8456994726895
65,56.54365656354058,85.21098972627264
40,49.44415329089545,56.56105603996997
41,52.799686263198204,52.815700226062276
54,38.74510952701623,12.36211831505253
52,74.45751979616827,86.15382964159406
61,51.292211819752275,72.55861601763989
57,51.09394794604893,7.6991678281001565
39,57.25766623898692,71.0756746257471
44,54.810092317367136,54.81028351692196
52,52.23884024279131,9.090809228931047
18,42.09525544554688,46.37176351133699
52,54.714683571359956,48.98493242587465
54,68.82024496475034,17.4116794761643
64,63.454200461549775,94.62411655302795
31,65.93186626639397,85.14756177658553
20,44.88784323568815,67.23321139558172
18,40.10395179741419,46.76726053906011
22,48.74213079900352,41.76478861686634
43,50.557249122886944,65.44637324794446
31,60.94191518470949,54.99775507128364
56,33.07535370285181,7.165037482306676
44,65.29550319460614,51.73776222826284
26,48.419921014210104,80.83395810605111
32,45.7311893005258,46.46474788209885
32,39.87895624739832,6.143701177872573
43,33.451433281342304,78.84154173901928
59,58.231705839619146,20.935014431461465
30,50.73317967188404,26.603462653915837
68,37.10039100258946,17.305928989797295
49,37.04921227936384,33.691291422278255
56,46.64215300709872,75.91839906317487
66,66.69021525289392,52.419200090889795
69,47.40408648636395,21.283246140920543
49,34.96857046881894,87.90517773705204
21,47.54256935914056,88.0786036402014
47,47.27276430252329,87.18726407955468
54,23.031133570584284,24.64082492677239
40,49.45705133482188,45.67269507391782
56,47.69065469791322,98.51397595794663
62,56.96206364813418,77.42923515468905
32,68.48956094945345,3.689574701330422
60,61.26565029547757,7.455254534788713
46,47.31111309445169,46.929206304420944
53,38.934740912583294,91.01280038029445
30,75.7335980324986,54.33147799731871
49,50.59218434014488,50.28343829539473
24,50.13929291912946,11.441896295706428
68,49.758749128899964,66.02123036770512
39,51.98084760767855,82.38821289942233
45,48.556395880760576,38.66158074324867
19,44.26337993119763,77.78557324160742
59,44.53141058759608,96.48318873618035
62,49.672467297840015,21.17287945364122
23,44.56575228866235,52.80963348827939
45,42.871542173228356,29.42665785037298
45,51.064302276918966,79.4925874843501
61,47.450227825791444,58.181743222234594
61,65.0399298858269,63.82365933748007
37,23.490301916069882,79.99350180197351
47,60.91506851922462,40.201076793583034
28,62.46085192497629,91.59391677229728
45,29.266097675918505,53.76985785736785
42,46.573124059196516,16.637527460699452
56,46.28559134004209,69.89401269871145
50,35.924883052821784,79.53287369338719
18,42.22183312409125,32.35940602968514
44,38.894241545341714,85.86074644287655
69,67.52270443423623,90.70818222181087
30,59.35678393147461,28.413544250403085
58,62.71555094994159,98.36862579880699
20,57.21672064043235,14.930441276827084
56,38.70948228782771,20.999551171846505
23,44.75479733720226,19.238259084564586
25,54.89374561227918,89.50498129077917
44,37.778721911080545,65.77496268017123
26,57.12998430172388,16.058324039005015
54,47.59674601841865,44.59201841846655
50,46.251791924504026,61.9145044819104
68,57.10959968203491,9.262944413948945
59,54.4426331148604,88.35922047232653
61,46.3903383418092,80.55675000871199
41,61.59329803364248,51.01547058408718
32,39.189366724001026,96.74553491065787
49,56.15935606944264,42.35833694823487
49,55.93101257968384,98.42692158461328
41,46.904535606860094,67.12407988155908
58,53.26133022242118,63.8324560521402
69,37.488864236146966,17.429534634282714
66,59.24027019206901,88.31084807215976
66,48.15097863557011,43.3214791041409
69,44.772769794809605,17.061107172465455
29,60.49009225836889,2.248144477600145
56,42.95656309457241,56.41581268019988
19,35.91538703636441,53.212562590144955
20,34.433708264760966,72.2160086145467
66,56.06009951345639,89.1355472487624
54,37.19570647503717,8.861251879659923
66,67.54794181984364,73.41815254369587
34,29.18070592116278,19.55378246566064
66,66.96456368290038,85.95952826255923
19,52.11017467202618,82.08728787230396
19,49.032868881296075,54.53858174356889
45,44.550809131910505,71.31403706370784
40,53.991361143520706,32.12066120519109
54,49.62365297575152,47.64562199434865
49,61.03301882016521,82.3420528733367
50,51.142276486620396,46.467254520148174
18,51.50301761461878,36.422028267218735
36,46.36387787786144,49.92703227777969
19,49.43054376278933,82.99667599128462
61,53.07801768892059,34.1855966897164
43,32.89831607343375,18.202397720438636
49,36.518145778942866,71.4893880127473
23,57.43264094022715,82.7718430581001
49,51.708654381279416,10.9631103738298
21,48.16016663647321,24.747537162838526
28,50.184339330653934,15.055226986338397
34,53.47581705361671,35.4461997466345
55,44.60240319690639,45.584746911635854
41,42.216952745976876,75.13380735936734
22,51.958452550976816,65.46361090328574
69,40.21627222384968,62.471928180364685
51,54.082527557144715,35.88511971435579
23,32.9741639576216,84.30330775539123
39,60.29155637325644,47.657429572418295
28,54.72597482413043,97.9313888635003
65,52.56029734313876,63.780071691277946
33,59.82690983945514,13.50020941488577
50,66.65474444462576,67.94157864546797
26,60.1437006501813,33.1852975277382
23,31.591257686683548,68.94639247192364
33,37.204230332642986,7.894473668078168
46,43.75181422304321,18.31326228041998
20,50.26091050210834,85.71798863167285
37,55.17659020469123,23.490776145327974
53,42.742561868465344,83.86707139905107
36,51.86766764477078,28.648332756986633
43,42.44617067646678,64.64530909581205
20,43.884821970080516,69.72090677747327
36,35.93338903151778,51.75282056136024
37,40.76766753889096,31.225756992976397
49,36.48315394383666,22.051793260738517
24,40.241267470226674,4.285746101680196
69,60.536417966078396,31.090693722831656
58,40.50601111168057,65.66311626259701
50,76.32382064837391,93.89217702639978
57,54.93317900880889,87.24924374404215
56,51.84836123694874,76.84041287699496
35,41.41642219818787,79.05628698207657
57,57.003098794089915,66.83350544412353
18,44.24362173762226,26.7683988990343
28,51.220098146453616,90.81230803987715
45,75.60084538268795,67.40249887867758
42,49.0394010027535,56.483622467063554
67,61.49273326285676,11.987957452134626
40,42.96823574874112,45.25849883683612
48,49.65011509503038,46.5754688489907
47,67.7080063563551,86.59179734274433
59,43.730329422122324,55.11817379859106
52,68.12448557996929,38.65965434807055
24,57.07751935455475,97.70323252255527
33,44.37533224105732,11.961338739305251
43,56.32407739055521,42.83229440288252
65,59.7255444962673,5.1604428419691235
69,56.21809962217196,74.25050795592611
66,34.297752801095434,91.88957866771591
19,42.728628241751316,28.723695625498454
18,47.52481364448495,85.97582600311297
65,49.25566570899954,29.929604815727878
29,56.206720975506784,91.16624600274761
22,51.777010009332535,75.64222845608161
54,36.64655641289899,80.68577090730243
49,53.801978510059634,2.7826490044449956
26,56.10585745283823,96.31822535032858
58,55.5979044793104,72.940428214962
52,60.807807255546216,31.170358443227197
36,58.33922154548904,83.11007182102584
65,54.59180079228437,28.870598643078065
33,49.29834288541353,87.40263011704667
20,33.39039066484008,12.145458650781764
37,54.296182191325855,70.66491176861878
41,52.076876871631114,54.52914918784612
50,52.715788371953735,10.55691254934864
41,37.232514241796906,24.947488997625058
69,39.189434595917376,2.2279995914541644
28,60.53152853332904,47.40802858098608
66,49.60444846143345,30.825260815240036
25,56.81500697372624,60.237390945478126
53,50.28318376130461,30.4265429631531
55,50.297561394957455,30.691992039191483
57,59.382838059759976,74.57612667442874
37,44.83955271782626,5.766140761856992
52,50.96120776940983,90.38660452400674
65,45.377247112949576,85.37412356472696
42,45.65503772567684,67.11266363941425
52,46.908278765313604,59.72893544063105
42,52.22133771633713,89.33794731582557
46,45.212513783365225,19.34768777334273
35,62.55756125573521,8.817947056892033
63,41.05392697780496,24.711506821044274
35,48.13128355838641,79.66324959131883
19,45.60268941725825,4.432356405921849
52,64.46977884353733,58.697876673265476
33,51.965547765115744,99.54831410293968
58,60.31844539468635,85.7139132899164
53,35.14439626963028,52.62312321531535
50,52.67050265869259,7.3004500193775925
21,58.89630795623437,83.30597792418527
50,50.82283989275424,60.298872309543846
31,60.654803750653514,12.378366708897117
38,44.82711549899628,10.291871197512265
65,64.0934744018558,91.05305512422265
37,72.9889812361925,67.25082603086976
25,46.37161439560341,83.0993931323588
24,45.54497478599228,88.01891112794446
20,64.533844771177,57.6054628527839
34,65.79572145730712,52.22718882374909
50,44.771399728467316,43.61231362177803
65,45.798131829041424,32.37771219132081
29,47.18215391139493,44.02500012501247
68,36.555494889657226,77.61408591728548
39,40.81348053515802,60.59041967049802
39,39.95859233247932,89.35980570552977
